data/ca/42444/247173/279923994.html,Super 8 by Wyndham Marysville/Port Huron Area,"""We stay here frequently and always are pleased. Kim, the manager, is pleasant to talk to and always makes sure our stay is enjoyable.  The staff goes out of their way to be helpful.  Will be returning again and again.",5,positive
data/ca/42444/247173/498928234.html,Super 8 by Wyndham Marysville/Port Huron Area,"""This is not a fancy hotel, but it is very comfortable, close to everything and spotlessly clean. The Staff was very courteous and very helpful. My family stayed 3 nights and had a wonderful time.\n",3,negative
data/ca/42444/247173/507607333.html,Super 8 by Wyndham Marysville/Port Huron Area,"""The carpets are very dirty, they need to be steam cleaned, we had rented several rooms walked without shoes getting dressed for our daughters wedding and my daughter lifted her foot to get into her dress and the bottom of her foot was dirty, so the rest of her party as well as my self did the same and w were grossed out by the dirty carpet.  Not impressed.  My sons room had a light out in the bathroom, as well as dirty carpet.  Will not go back, very embarrassed as we had quite a lot of family rent rooms.  I think my daughters room should of been cheaper since we used her block as well as additional rooms.  Check out service very slow waited 10 minutes after ringing bell.",2,negative
data/ca/42444/247173/688568451.html,Super 8 by Wyndham Marysville/Port Huron Area,"""marijuana smell in lobby as soon as you walk in and in hall daily  men sitting outside front door drinking beer with many can beside them, adults running and jumping in pool had to take 3 year old kids back to room, no one at front desk most time had to ring bell for service,cooling would make loud sound every time started up, room service knocking on door at 8 am to clean room, if you save points go to other places not worth the points  you get to stay here,",1,negative
data/ca/42444/247173/509733872.html,Super 8 by Wyndham Marysville/Port Huron Area,"""Very nice office people and friendly.  We didn't eat breakfast due to it ending at 9am. Too early for us.",5,positive
data/ca/42444/247173/295838546.html,Super 8 by Wyndham Marysville/Port Huron Area,"""The room was very clean, could have used four bath towels instead of two. The continental breakfast was slim pickings. Maybe they could add bagels and cream cheese and bananas to it. It was a bit more money for a Super 8 hotel. ",4,positive
data/ca/42444/247173/316090607.html,Super 8 by Wyndham Marysville/Port Huron Area,"""The hotel is centrally located in Marysville, MI.  It is CLEAN, spacious, and comfortable. \nOur room had large room style frig and microwave.  If I had to leave my home again for repairs, I would go back.",5,positive
data/ca/42444/247173/167957167.html,Super 8 by Wyndham Marysville/Port Huron Area,"""The staff was friendly.  The facility was clean.  Very pared down facility; nice but not luxurious.  I felt that the rate was a bit high for the facility.\n",4,positive
data/ca/42444/247173/290095291.html,Super 8 by Wyndham Marysville/Port Huron Area,"""Nice place to stay.  Staff was very helpful, although there was a problem with using my Reward Points.  Hopefully that was resolved, and I won't be charged for the room.  Won't know until I receive my credit card statement.\n\n      ",5,positive
data/ca/42444/247173/204113155.html,Super 8 by Wyndham Marysville/Port Huron Area,"""This super 8 is affordable, rooms may be outdated for style but very clean and comfortable. Great sleep. Bathroom tubs still has burn marks from when it was allowed smoking but its function and cleanliness was superb.",3,negative
data/ca/42444/247173/229660370.html,Super 8 by Wyndham Marysville/Port Huron Area,"""We stayed here at the Super 8 Motel in Marysville Port Huron MI, for one night.  The hotel was very clean.  We were pleased with all they offered.  The room had a table and chairs.  A desk and chair.  Plus a fridge and microwave.  The bed was comfortable.  The breakfast was good and tastey.  There were many places to eat at in the area.  It was easy to get to.  The check in and out was very easy.  The hotel was quiet during the night.  We would stay here again.",4,positive
data/ca/42444/247173/704687635.html,Super 8 by Wyndham Marysville/Port Huron Area,"""the property is very clean and family friendly. we were greeted with a smile with everyone that we came across. i was surprised by the breakfast selection.  we would definitely stay here in the future.",5,positive
data/ca/42444/247173/138991139.html,Super 8 by Wyndham Marysville/Port Huron Area,"""There is nothing fancy about the Super 8 in Marysville, but there shouldn't have to be. It was comfortable and clean with a nice lobby and decent breakfast. Some fresh fruit would have been nice.\n\nThe staff was exceptional in that I left my glasses behind and they shipped them to me very graciously.",4,positive
data/ca/42444/247173/162673153.html,Super 8 by Wyndham Marysville/Port Huron Area,"""My stay at super 8 was great, the rooms are nice. The service was excellent, the staff very helpful and hotel is close to all necessities.",5,positive
data/ca/42444/247173/215439196.html,Super 8 by Wyndham Marysville/Port Huron Area,"""We stayed at the Super 8 in Port Gratiat, MI and had an excellent experience.  The hotel was very clean and the amenities were well maintained.  We stayed with our three children, one of which was a baby, and had more than enough room with two queen beds and a playpen.  There was a fridge and microwave in the room which we were grateful for when keeping and warming formula for the baby.  The staff was friendly and we had an excellent assortment of foods to choose from for a continental breakfast.  Everything went off without a hitch.  Thank you!",4,positive
data/ca/42444/247173/364416518.html,Super 8 by Wyndham Marysville/Port Huron Area,"""I have stayed here many times in the past and will most likely stay again.  They did remove the hot tub... and the pool is a bit cooler than I like but otherwise a good stay.",4,positive
data/ca/42444/247173/154440501.html,Super 8 by Wyndham Marysville/Port Huron Area,"""Staying for a hockey tournament. The staff was more then friendly, terrific when it came the to the breakfast buffett to accommodate the kids. Rooms were clean, no concerns at all there. Our hallway did smell of cigeratte smoke at night, not sure what that was about. \n\nWould recommend to anyone playing at Glacier Pointe, 3 minutes drive to rink.  ",5,positive
data/ca/42444/247173/303513463.html,Super 8 by Wyndham Marysville/Port Huron Area,"""Room satisfactory.  Bathroom kinda small.  Carpet couldve used a good cleaning--our feet were very dirty on bottom when walking around in room.  Overall decent stay.  The pillows were terrible however, it was like a pillowcase filled with tissues, we went as far as hitting the meijer down the street for travel pillows.  The pool was GREAT!!! Very large and had steps to enter!  Where'd the hot tub go?  It was filled in?  We will probably stay here again---bringing pillows--great value for price.",4,positive
data/ca/42444/247173/619289387.html,Super 8 by Wyndham Marysville/Port Huron Area,"""The room was good but could be updated my only problem is I asked for directions to a pizza place could not find it so we ate at Subway instead but when I alerted the lady at the front desk somebody dropped a jar of hot sauce on the stairs the lady cleaned it up on my last day their the power washed the stairs leading to the second story of the motel had a good breakfast did a good job of cleaning the room friendly front desk got us checked in and check out quickly if in Port Huron again I I would say there again",4,positive
data/ca/42444/247173/503219834.html,Super 8 by Wyndham Marysville/Port Huron Area,"""The staff was helpful an friendly. Quiet stay we had will come back when in the area. Internet was a bit slow , don't know why .",4,positive
data/ca/42444/247173/618377087.html,Super 8 by Wyndham Marysville/Port Huron Area,"""Nice place for the most part, very clean and possibly the nicest super8 I have ever seen \nVery nice clean rooms with fridge and microwave, Staff was very nice and Tim Horton\u2019s is across the street. The nicest thing for us was we could walk to the hall where the wedding was.  ",4,positive
data/ca/42444/247173/410150278.html,Super 8 by Wyndham Marysville/Port Huron Area,"""For people traveling it was disappointing that breakfast was done by 9 and at 8 nothing was refilled. very poor continental breakfast if you did not get there by 8AM",4,positive
data/ca/42444/247173/543610531.html,Super 8 by Wyndham Marysville/Port Huron Area,"""I told you we would be back in November, and we were!  Spent two nights here last weekend, not much has changed.  The staff is super friendly and helpful.  Our room was clean and the bed comfortable.  I did notice less food available in the breakfast buffet.  There used to be english muffins and bagels but did not see them this time.  While I like waffles, two days in a row is a bit much for me.  One other thing, while the cable has plenty of channels, I missed Hallmark Christmas movies!  (for those of you who think I am serious about the movies, I am not).  No Hallmark Channel on the cable!\n\nNot too expensive, well worth the price to stay here.",4,positive
